,menu_item,date,stock_count,orders
18916,rice pudding,2017-01-04,119,119
18917,Corned Beef Hash,2017-01-04,176,53
18918,STRAWBERRY ICE CREAM,2017-01-04,26,26
18919,Chicken Sandwich,2017-01-04,174,66
18920,Orange Juice,2017-01-04,201,124
18921,Pear,2017-01-04,78,78
18922,Stewed Corn,2017-01-04,73,73
18923,Shrimp Salad,2017-01-04,252,117
18924,Scrambled Eggs,2017-01-04,209,134
18925,Sauterne,2017-01-04,108,97
18926,Boiled eggs,2017-01-04,113,86
18927,Crab Flake Cocktail,2017-01-04,68,68
18928,Blue Point Oysters,2017-01-04,177,85
18929,Stewed Prunes,2017-01-04,49,49
18930,Plums,2017-01-04,35,35
18931,Oyster cocktail,2017-01-04,55,40
18932,Nesselrode Pudding,2017-01-04,25,25
18933,Sweet Potatoes,2017-01-04,160,92
18934,Orange marmalade,2017-01-04,84,84
18935,Tea,2017-03-31,126,74
18936,Milk,2017-03-31,57,57
18937,Boiled potatoes,2017-03-31,172,69
18938,Fruit,2017-03-31,162,162
18939,Sardines,2017-03-31,67,67
18940,Oranges,2017-03-31,189,117
18941,French fried potatoes,2017-03-31,77,77
18942,Chocolate Ice Cream,2017-03-31,100,100
18943,Sliced Tomatoes,2017-03-31,79,79
18944,ROQUEFORT CHEESE,2017-03-31,73,73
18945,Cream Cheese,2017-03-31,63,63
18946,Crackers,2017-03-31,20,20
18947,Grapes,2017-03-31,203,184
18948,Biscuit Tortoni,2017-03-31,163,163
18949,Dessert,2017-03-31,209,209
18950,Shrimp Cocktail,2017-03-31,133,133
18951,rice pudding,2017-03-31,99,99
18952,Corned Beef Hash,2017-03-31,121,105
18953,STRAWBERRY ICE CREAM,2017-03-31,91,91
18954,Chicken Sandwich,2017-03-31,67,67
18955,Orange Juice,2017-03-31,55,55
18956,Pear,2017-03-31,104,83
18957,Stewed Corn,2017-03-31,118,118
18958,Shrimp Salad,2017-03-31,90,90
18959,Scrambled Eggs,2017-03-31,57,57
18960,Sauterne,2017-03-31,92,92
18961,Boiled eggs,2017-03-31,147,87
18962,Crab Flake Cocktail,2017-03-31,23,23
18963,Blue Point Oysters,2017-03-31,193,133
18964,Stewed Prunes,2017-03-31,37,37
18965,Plums,2017-03-31,52,52
18966,Oyster cocktail,2017-03-31,63,63
18967,Nesselrode Pudding,2017-03-31,90,90
18968,Sweet Potatoes,2017-03-31,214,214
18969,Orange marmalade,2017-03-31,56,56
18970,Tea,2017-03-30,158,83
18971,Milk,2017-03-30,158,158
18972,Boiled potatoes,2017-03-30,155,77
18973,Fruit,2017-03-30,81,81
18974,Sardines,2017-03-30,27,27
18975,Oranges,2017-03-30,170,125
18976,French fried potatoes,2017-03-30,90,90
18977,Chocolate Ice Cream,2017-03-30,150,61
18978,Sliced Tomatoes,2017-03-30,105,105
18979,ROQUEFORT CHEESE,2017-03-30,65,65
18980,Cream Cheese,2017-03-30,178,139
18981,Crackers,2017-03-30,73,73
18982,Grapes,2017-03-30,58,58
18983,Biscuit Tortoni,2017-03-30,65,65
18984,Dessert,2017-03-30,45,45
18985,Shrimp Cocktail,2017-03-30,173,104
18986,rice pudding,2017-03-30,178,104
18987,Corned Beef Hash,2017-03-30,108,54
18988,STRAWBERRY ICE CREAM,2017-03-30,45,45
18989,Chicken Sandwich,2017-03-30,121,111
18990,Orange Juice,2017-03-30,220,128
18991,Pear,2017-03-30,78,78
18992,Stewed Corn,2017-03-30,36,36
18993,Shrimp Salad,2017-03-30,234,121
18994,Scrambled Eggs,2017-03-30,152,65
18995,Sauterne,2017-03-30,77,65
18996,Boiled eggs,2017-03-30,147,126
18997,Crab Flake Cocktail,2017-03-30,30,30
18998,Blue Point Oysters,2017-03-30,161,89
18999,Stewed Prunes,2017-03-30,159,114
19000,Plums,2017-03-30,52,48
19001,Oyster cocktail,2017-03-30,103,103
19002,Nesselrode Pudding,2017-03-30,25,25
19003,Sweet Potatoes,2017-03-30,71,71
19004,Orange marmalade,2017-03-30,35,35
19005,Tea,2017-03-29,126,76
19006,Milk,2017-03-29,136,134
19007,Boiled potatoes,2017-03-29,86,84
19008,Fruit,2017-03-29,58,58
19009,Sardines,2017-03-29,60,60
19010,Oranges,2017-03-29,151,135
19011,French fried potatoes,2017-03-29,64,64
19012,Chocolate Ice Cream,2017-03-29,217,110
19013,Sliced Tomatoes,2017-03-29,39,39
19014,ROQUEFORT CHEESE,2017-03-29,73,73
19015,Cream Cheese,2017-03-29,63,54
19016,Crackers,2017-03-29,20,20
19017,Grapes,2017-03-29,174,71
19018,Biscuit Tortoni,2017-03-29,196,94
19019,Dessert,2017-03-29,45,45
19020,Shrimp Cocktail,2017-03-29,133,82
19021,rice pudding,2017-03-29,257,116
19022,Corned Beef Hash,2017-03-29,176,153
19023,STRAWBERRY ICE CREAM,2017-03-29,72,72
19024,Chicken Sandwich,2017-03-29,134,130
19025,Orange Juice,2017-03-29,146,64
19026,Pear,2017-03-29,26,26
19027,Stewed Corn,2017-03-29,118,118
19028,Shrimp Salad,2017-03-29,162,54
19029,Scrambled Eggs,2017-03-29,228,138
19030,Sauterne,2017-03-29,69,63
19031,Boiled eggs,2017-03-29,147,133
19032,Crab Flake Cocktail,2017-03-29,46,46
19033,Blue Point Oysters,2017-03-29,97,83
19034,Stewed Prunes,2017-03-29,159,114
19035,Plums,2017-03-29,52,52
19036,Oyster cocktail,2017-03-29,103,97
19037,Nesselrode Pudding,2017-03-29,98,98
19038,Sweet Potatoes,2017-03-29,214,209
19039,Orange marmalade,2017-03-29,77,77
19040,Tea,2017-03-28,111,75
19041,Milk,2017-03-28,136,136
19042,Boiled potatoes,2017-03-28,120,90
19043,Fruit,2017-03-28,128,128
19044,Sardines,2017-03-28,80,80
19045,Oranges,2017-03-28,265,107
19046,French fried potatoes,2017-03-28,90,90
19047,Chocolate Ice Cream,2017-03-28,67,67
19048,Sliced Tomatoes,2017-03-28,92,92
19049,ROQUEFORT CHEESE,2017-03-28,49,40
19050,Cream Cheese,2017-03-28,63,63
19051,Crackers,2017-03-28,59,59
19052,Grapes,2017-03-28,188,188
19053,Biscuit Tortoni,2017-03-28,179,83
19054,Dessert,2017-03-28,209,124
19055,Shrimp Cocktail,2017-03-28,133,88
19056,rice pudding,2017-03-28,139,137
19057,Corned Beef Hash,2017-03-28,41,41
19058,STRAWBERRY ICE CREAM,2017-03-28,39,39
19059,Chicken Sandwich,2017-03-28,54,54
19060,Orange Juice,2017-03-28,73,44
19061,Pear,2017-03-28,70,70
19062,Stewed Corn,2017-03-28,27,27
19063,Shrimp Salad,2017-03-28,234,124
19064,Scrambled Eggs,2017-03-28,247,133
19065,Sauterne,2017-03-28,92,92
19066,Boiled eggs,2017-03-28,79,77
19067,Crab Flake Cocktail,2017-03-28,23,23
19068,Blue Point Oysters,2017-03-28,225,136
19069,Stewed Prunes,2017-03-28,61,41
19070,Plums,2017-03-28,87,78
19071,Oyster cocktail,2017-03-28,39,39
19072,Nesselrode Pudding,2017-03-28,33,33
19073,Sweet Potatoes,2017-03-28,160,139
19074,Orange marmalade,2017-03-28,91,91
19075,Tea,2017-03-27,221,148
19076,Milk,2017-03-27,136,136
19077,Boiled potatoes,2017-03-27,206,85
19078,Fruit,2017-03-27,151,151
19079,Sardines,2017-03-27,54,54
19080,Oranges,2017-03-27,227,199
19081,French fried potatoes,2017-03-27,70,70
19082,Chocolate Ice Cream,2017-03-27,50,50
19083,Sliced Tomatoes,2017-03-27,92,59
19084,ROQUEFORT CHEESE,2017-03-27,73,73
19085,Cream Cheese,2017-03-27,152,121
19086,Crackers,2017-03-27,26,26
19087,Grapes,2017-03-27,87,87
19088,Biscuit Tortoni,2017-03-27,114,52
19089,Dessert,2017-03-27,45,45
19090,Shrimp Cocktail,2017-03-27,93,84
19091,rice pudding,2017-03-27,99,73
19092,Corned Beef Hash,2017-03-27,54,47
19093,STRAWBERRY ICE CREAM,2017-03-27,65,65
19094,Chicken Sandwich,2017-03-27,80,70
19095,Orange Juice,2017-03-27,201,110
19096,Pear,2017-03-27,26,26
19097,Stewed Corn,2017-03-27,91,68
19098,Shrimp Salad,2017-03-27,234,68
19099,Scrambled Eggs,2017-03-27,152,85
19100,Sauterne,2017-03-27,92,63
19101,Boiled eggs,2017-03-27,147,143
19102,Crab Flake Cocktail,2017-03-27,99,99
19103,Blue Point Oysters,2017-03-27,145,55
19104,Stewed Prunes,2017-03-27,85,57
19105,Plums,2017-03-27,35,35
19106,Oyster cocktail,2017-03-27,55,55
19107,Nesselrode Pudding,2017-03-27,49,36
19108,Sweet Potatoes,2017-03-27,125,77
19109,Orange marmalade,2017-03-27,63,60
19110,Tea,2017-03-26,190,80
19111,Milk,2017-03-26,102,102
19112,Boiled potatoes,2017-03-26,172,87
19113,Fruit,2017-03-26,128,128
19114,Sardines,2017-03-26,74,74
19115,Oranges,2017-03-26,95,95
19116,French fried potatoes,2017-03-26,70,70
19117,Chocolate Ice Cream,2017-03-26,134,75
19118,Sliced Tomatoes,2017-03-26,183,183
19119,ROQUEFORT CHEESE,2017-03-26,32,32
19120,Cream Cheese,2017-03-26,152,138
19121,Crackers,2017-03-26,40,40
19122,Grapes,2017-03-26,203,194
19123,Biscuit Tortoni,2017-03-26,228,126
19124,Dessert,2017-03-26,89,80
19125,Shrimp Cocktail,2017-03-26,40,40
19126,rice pudding,2017-03-26,257,214
19127,Corned Beef Hash,2017-03-26,148,82
19128,STRAWBERRY ICE CREAM,2017-03-26,91,91
19129,Chicken Sandwich,2017-03-26,134,115
19130,Orange Juice,2017-03-26,91,68
19131,Pear,2017-03-26,26,26
19132,Stewed Corn,2017-03-26,45,45
19133,Shrimp Salad,2017-03-26,216,117
19134,Scrambled Eggs,2017-03-26,266,131
19135,Sauterne,2017-03-26,92,92
19136,Boiled eggs,2017-03-26,147,147
19137,Crab Flake Cocktail,2017-03-26,61,61
19138,Blue Point Oysters,2017-03-26,209,146
19139,Stewed Prunes,2017-03-26,110,65
19140,Plums,2017-03-26,87,75
19141,Oyster cocktail,2017-03-26,47,47
19142,Nesselrode Pudding,2017-03-26,33,33
19143,Sweet Potatoes,2017-03-26,89,64
19144,Orange marmalade,2017-03-26,28,28
19145,Tea,2017-03-25,205,105
19146,Milk,2017-03-25,102,102
19147,Boiled potatoes,2017-03-25,69,69
19148,Fruit,2017-03-25,70,69
19149,Sardines,2017-03-25,47,47
19150,Oranges,2017-03-25,170,73
19151,French fried potatoes,2017-03-25,32,32
19152,Chocolate Ice Cream,2017-03-25,200,92
19153,Sliced Tomatoes,2017-03-25,105,105
19154,ROQUEFORT CHEESE,2017-03-25,113,113
19155,Cream Cheese,2017-03-25,178,124
19156,Crackers,2017-03-25,20,20
19157,Grapes,2017-03-25,145,51
19158,Biscuit Tortoni,2017-03-25,147,75
19159,Dessert,2017-03-25,119,60
19160,Shrimp Cocktail,2017-03-25,67,67
19161,rice pudding,2017-03-25,79,79
19162,Corned Beef Hash,2017-03-25,148,119
19163,STRAWBERRY ICE CREAM,2017-03-25,39,39
19164,Chicken Sandwich,2017-03-25,40,40
19165,Orange Juice,2017-03-25,55,55
19166,Pear,2017-03-25,43,43
19167,Stewed Corn,2017-03-25,36,36
19168,Shrimp Salad,2017-03-25,72,72
19169,Scrambled Eggs,2017-03-25,247,105
19170,Sauterne,2017-03-25,100,100
19171,Boiled eggs,2017-03-25,147,131
19172,Crab Flake Cocktail,2017-03-25,106,92
19173,Blue Point Oysters,2017-03-25,97,76
19174,Stewed Prunes,2017-03-25,49,49
19175,Plums,2017-03-25,61,61
19176,Oyster cocktail,2017-03-25,95,88
19177,Nesselrode Pudding,2017-03-25,98,98
19178,Sweet Potatoes,2017-03-25,231,228
19179,Orange marmalade,2017-03-25,56,56
19180,Tea,2017-03-24,111,111
19181,Milk,2017-03-24,90,90
19182,Boiled potatoes,2017-03-24,52,52
19183,Fruit,2017-03-24,93,93
19184,Sardines,2017-03-24,80,80
19185,Oranges,2017-03-24,265,265
19186,French fried potatoes,2017-03-24,64,64
19187,Chocolate Ice Cream,2017-03-24,150,150
19188,Sliced Tomatoes,2017-03-24,39,39
19189,ROQUEFORT CHEESE,2017-03-24,89,89
19190,Cream Cheese,2017-03-24,76,74
19191,Crackers,2017-03-24,86,86
19192,Grapes,2017-03-24,116,116
19193,Biscuit Tortoni,2017-03-24,65,65
19194,Dessert,2017-03-24,104,104
19195,Shrimp Cocktail,2017-03-24,40,40
19196,rice pudding,2017-03-24,158,81
19197,Corned Beef Hash,2017-03-24,148,138
19198,STRAWBERRY ICE CREAM,2017-03-24,72,72
19199,Chicken Sandwich,2017-03-24,80,80
19200,Orange Juice,2017-03-24,91,91
19201,Pear,2017-03-24,61,61
19202,Stewed Corn,2017-03-24,45,45
19203,Shrimp Salad,2017-03-24,126,68
19204,Scrambled Eggs,2017-03-24,209,209
19205,Sauterne,2017-03-24,85,85
19206,Boiled eggs,2017-03-24,136,136
19207,Crab Flake Cocktail,2017-03-24,30,30
19208,Blue Point Oysters,2017-03-24,225,129
19209,Stewed Prunes,2017-03-24,61,61
19210,Plums,2017-03-24,26,26
19211,Oyster cocktail,2017-03-24,103,103
19212,Nesselrode Pudding,2017-03-24,33,33
19213,Sweet Potatoes,2017-03-24,231,199
19214,Orange marmalade,2017-03-24,98,98
19215,Tea,2017-03-23,79,73
19216,Milk,2017-03-23,102,78
19217,Boiled potatoes,2017-03-23,172,65
19218,Fruit,2017-03-23,35,35
19219,Sardines,2017-03-23,87,87
19220,Oranges,2017-03-23,227,136
19221,French fried potatoes,2017-03-23,58,58
19222,Chocolate Ice Cream,2017-03-23,83,75
19223,Sliced Tomatoes,2017-03-23,39,39
19224,ROQUEFORT CHEESE,2017-03-23,57,47
19225,Cream Cheese,2017-03-23,165,141
19226,Crackers,2017-03-23,73,73
19227,Grapes,2017-03-23,73,73
19228,Biscuit Tortoni,2017-03-23,212,139
19229,Dessert,2017-03-23,194,90
19230,Shrimp Cocktail,2017-03-23,53,53
19231,rice pudding,2017-03-23,158,111
19232,Corned Beef Hash,2017-03-23,189,126
19233,STRAWBERRY ICE CREAM,2017-03-23,39,39
19234,Chicken Sandwich,2017-03-23,174,174
19235,Orange Juice,2017-03-23,146,55
19236,Pear,2017-03-23,96,96
19237,Stewed Corn,2017-03-23,109,109
19238,Shrimp Salad,2017-03-23,108,83
19239,Scrambled Eggs,2017-03-23,57,57
19240,Sauterne,2017-03-23,23,23
19241,Boiled eggs,2017-03-23,102,69
19242,Crab Flake Cocktail,2017-03-23,23,23
19243,Blue Point Oysters,2017-03-23,113,76
19244,Stewed Prunes,2017-03-23,98,65
19245,Plums,2017-03-23,61,61
19246,Oyster cocktail,2017-03-23,55,55
19247,Nesselrode Pudding,2017-03-23,82,75
19248,Sweet Potatoes,2017-03-23,160,97
19249,Orange marmalade,2017-03-23,77,77
19250,Tea,2017-03-22,205,94
19251,Milk,2017-03-22,158,158
19252,Boiled potatoes,2017-03-22,103,71
19253,Fruit,2017-03-22,104,75
19254,Sardines,2017-03-22,54,54
19255,Oranges,2017-03-22,189,117
19256,French fried potatoes,2017-03-22,83,83
19257,Chocolate Ice Cream,2017-03-22,83,83
19258,Sliced Tomatoes,2017-03-22,170,170
19259,ROQUEFORT CHEESE,2017-03-22,57,57
19260,Cream Cheese,2017-03-22,165,143
19261,Crackers,2017-03-22,46,46
19262,Grapes,2017-03-22,87,87
19263,Biscuit Tortoni,2017-03-22,179,153
19264,Dessert,2017-03-22,149,51
19265,Shrimp Cocktail,2017-03-22,186,134
19266,rice pudding,2017-03-22,59,59
19267,Corned Beef Hash,2017-03-22,148,124
19268,STRAWBERRY ICE CREAM,2017-03-22,26,26
19269,Chicken Sandwich,2017-03-22,80,80
19270,Orange Juice,2017-03-22,256,65
19271,Pear,2017-03-22,96,90
19272,Stewed Corn,2017-03-22,55,42
19273,Shrimp Salad,2017-03-22,198,133
19274,Scrambled Eggs,2017-03-22,209,102
19275,Sauterne,2017-03-22,77,77
19276,Boiled eggs,2017-03-22,90,50
19277,Crab Flake Cocktail,2017-03-22,46,46
19278,Blue Point Oysters,2017-03-22,161,79
19279,Stewed Prunes,2017-03-22,85,85
19280,Plums,2017-03-22,104,104
19281,Oyster cocktail,2017-03-22,87,87
19282,Nesselrode Pudding,2017-03-22,74,54
19283,Sweet Potatoes,2017-03-22,107,90
19284,Orange marmalade,2017-03-22,84,84
19285,Tea,2017-03-21,158,71
19286,Milk,2017-03-21,79,73
19287,Boiled potatoes,2017-03-21,69,50
19288,Fruit,2017-03-21,139,139
19289,Sardines,2017-03-21,80,80
19290,Oranges,2017-03-21,227,227
19291,French fried potatoes,2017-03-21,77,77
19292,Chocolate Ice Cream,2017-03-21,200,92
19293,Sliced Tomatoes,2017-03-21,183,136
19294,ROQUEFORT CHEESE,2017-03-21,57,54
19295,Cream Cheese,2017-03-21,76,54
19296,Crackers,2017-03-21,20,20
19297,Grapes,2017-03-21,131,70
19298,Biscuit Tortoni,2017-03-21,65,59
19299,Dessert,2017-03-21,134,78
19300,Shrimp Cocktail,2017-03-21,93,76
19301,rice pudding,2017-03-21,158,131
19302,Corned Beef Hash,2017-03-21,176,75
19303,STRAWBERRY ICE CREAM,2017-03-21,91,91
19304,Chicken Sandwich,2017-03-21,67,66
19305,Orange Juice,2017-03-21,128,64
19306,Pear,2017-03-21,87,40
19307,Stewed Corn,2017-03-21,82,73
19308,Shrimp Salad,2017-03-21,90,68
19309,Scrambled Eggs,2017-03-21,266,102
19310,Sauterne,2017-03-21,31,31
19311,Boiled eggs,2017-03-21,124,124
19312,Crab Flake Cocktail,2017-03-21,53,53
19313,Blue Point Oysters,2017-03-21,145,64
19314,Stewed Prunes,2017-03-21,159,112
19315,Plums,2017-03-21,78,78
19316,Oyster cocktail,2017-03-21,39,39
19317,Nesselrode Pudding,2017-03-21,98,61
19318,Sweet Potatoes,2017-03-21,249,206
19319,Orange marmalade,2017-03-21,77,77
19320,Tea,2017-03-20,190,82
19321,Milk,2017-03-20,124,124
19322,Boiled potatoes,2017-03-20,224,136
19323,Fruit,2017-03-20,116,60
19324,Sardines,2017-03-20,54,54
19325,Oranges,2017-03-20,132,116
19326,French fried potatoes,2017-03-20,45,45
19327,Chocolate Ice Cream,2017-03-20,50,50
19328,Sliced Tomatoes,2017-03-20,79,79
19329,ROQUEFORT CHEESE,2017-03-20,97,85
19330,Cream Cheese,2017-03-20,140,140
19331,Crackers,2017-03-20,66,66
19332,Grapes,2017-03-20,160,160
19333,Biscuit Tortoni,2017-03-20,212,78
19334,Dessert,2017-03-20,60,60
19335,Shrimp Cocktail,2017-03-20,106,47
19336,rice pudding,2017-03-20,257,257
19337,Corned Beef Hash,2017-03-20,121,65
19338,STRAWBERRY ICE CREAM,2017-03-20,19,19
19339,Chicken Sandwich,2017-03-20,54,46
19340,Orange Juice,2017-03-20,110,47
19341,Pear,2017-03-20,70,58
19342,Stewed Corn,2017-03-20,109,97
19343,Shrimp Salad,2017-03-20,234,126
19344,Scrambled Eggs,2017-03-20,152,80
19345,Sauterne,2017-03-20,69,69
19346,Boiled eggs,2017-03-20,136,136
19347,Crab Flake Cocktail,2017-03-20,23,23
19348,Blue Point Oysters,2017-03-20,97,90
19349,Stewed Prunes,2017-03-20,61,61
19350,Plums,2017-03-20,52,52
19351,Oyster cocktail,2017-03-20,103,103
19352,Nesselrode Pudding,2017-03-20,74,65
19353,Sweet Potatoes,2017-03-20,196,196
19354,Orange marmalade,2017-03-20,98,98
19355,Tea,2017-03-19,142,79
19356,Milk,2017-03-19,147,147
19357,Boiled potatoes,2017-03-19,155,74
19358,Fruit,2017-03-19,35,35
19359,Sardines,2017-03-19,54,39
19360,Oranges,2017-03-19,189,63
19361,French fried potatoes,2017-03-19,83,83
19362,Chocolate Ice Cream,2017-03-19,117,71
19363,Sliced Tomatoes,2017-03-19,79,79
19364,ROQUEFORT CHEESE,2017-03-19,113,92
19365,Cream Cheese,2017-03-19,127,50
19366,Crackers,2017-03-19,40,40
19367,Grapes,2017-03-19,145,68
19368,Biscuit Tortoni,2017-03-19,212,116
19369,Dessert,2017-03-19,164,138
19370,Shrimp Cocktail,2017-03-19,40,40
19371,rice pudding,2017-03-19,277,178
19372,Corned Beef Hash,2017-03-19,189,102
19373,STRAWBERRY ICE CREAM,2017-03-19,45,45
19374,Chicken Sandwich,2017-03-19,67,55
19375,Orange Juice,2017-03-19,201,138
19376,Pear,2017-03-19,43,43
19377,Stewed Corn,2017-03-19,118,95
19378,Shrimp Salad,2017-03-19,144,70
19379,Scrambled Eggs,2017-03-19,228,138
19380,Sauterne,2017-03-19,108,108
19381,Boiled eggs,2017-03-19,57,57
19382,Crab Flake Cocktail,2017-03-19,68,68
19383,Blue Point Oysters,2017-03-19,193,112
19384,Stewed Prunes,2017-03-19,49,49
19385,Plums,2017-03-19,43,43
19386,Oyster cocktail,2017-03-19,79,49
19387,Nesselrode Pudding,2017-03-19,90,90
19388,Sweet Potatoes,2017-03-19,160,132
19389,Orange marmalade,2017-03-19,35,35
19390,Tea,2017-03-18,95,59
19391,Milk,2017-03-18,136,136
19392,Boiled potatoes,2017-03-18,52,52
19393,Fruit,2017-03-18,151,151
19394,Sardines,2017-03-18,94,94
19395,Oranges,2017-03-18,170,94
19396,French fried potatoes,2017-03-18,58,58
19397,Chocolate Ice Cream,2017-03-18,200,124
19398,Sliced Tomatoes,2017-03-18,105,105
19399,ROQUEFORT CHEESE,2017-03-18,97,97
19400,Cream Cheese,2017-03-18,63,63
19401,Crackers,2017-03-18,79,79
19402,Grapes,2017-03-18,58,58
19403,Biscuit Tortoni,2017-03-18,114,66
19404,Dessert,2017-03-18,45,45
19405,Shrimp Cocktail,2017-03-18,160,114
19406,rice pudding,2017-03-18,218,170
19407,Corned Beef Hash,2017-03-18,95,83
19408,STRAWBERRY ICE CREAM,2017-03-18,33,33
19409,Chicken Sandwich,2017-03-18,121,44
19410,Orange Juice,2017-03-18,165,83
19411,Pear,2017-03-18,78,60
19412,Stewed Corn,2017-03-18,64,64
19413,Shrimp Salad,2017-03-18,162,80
19414,Scrambled Eggs,2017-03-18,152,90
19415,Sauterne,2017-03-18,62,62
19416,Boiled eggs,2017-03-18,57,57
19417,Crab Flake Cocktail,2017-03-18,84,84
19418,Blue Point Oysters,2017-03-18,177,102
19419,Stewed Prunes,2017-03-18,98,51
19420,Plums,2017-03-18,26,26
19421,Oyster cocktail,2017-03-18,39,39
19422,Nesselrode Pudding,2017-03-18,74,50
19423,Sweet Potatoes,2017-03-18,196,177
19424,Orange marmalade,2017-03-18,91,91
19425,Tea,2017-03-17,47,47
19426,Milk,2017-03-17,124,124
19427,Boiled potatoes,2017-03-17,189,189
19428,Fruit,2017-03-17,35,35
19429,Sardines,2017-03-17,94,94
19430,Oranges,2017-03-17,265,230
19431,French fried potatoes,2017-03-17,51,51
19432,Chocolate Ice Cream,2017-03-17,134,134
19433,Sliced Tomatoes,2017-03-17,157,148
19434,ROQUEFORT CHEESE,2017-03-17,105,105
19435,Cream Cheese,2017-03-17,76,76
19436,Crackers,2017-03-17,33,33
19437,Grapes,2017-03-17,101,72
19438,Biscuit Tortoni,2017-03-17,98,98
19439,Dessert,2017-03-17,45,45
19440,Shrimp Cocktail,2017-03-17,53,53
19441,rice pudding,2017-03-17,119,54
19442,Corned Beef Hash,2017-03-17,135,135
19443,STRAWBERRY ICE CREAM,2017-03-17,52,52
19444,Chicken Sandwich,2017-03-17,161,161
19445,Orange Juice,2017-03-17,183,153
19446,Pear,2017-03-17,87,63
19447,Stewed Corn,2017-03-17,36,36
19448,Shrimp Salad,2017-03-17,252,139
19449,Scrambled Eggs,2017-03-17,114,80
19450,Sauterne,2017-03-17,77,77
19451,Boiled eggs,2017-03-17,113,113
19452,Crab Flake Cocktail,2017-03-17,84,84
19453,Blue Point Oysters,2017-03-17,113,113
19454,Stewed Prunes,2017-03-17,122,122
19455,Plums,2017-03-17,113,113
19456,Oyster cocktail,2017-03-17,47,47
19457,Nesselrode Pudding,2017-03-17,33,33
19458,Sweet Potatoes,2017-03-17,160,129
19459,Orange marmalade,2017-03-17,77,77
19460,Tea,2017-03-16,95,79
19461,Milk,2017-03-16,113,36
19462,Boiled potatoes,2017-03-16,120,56
19463,Fruit,2017-03-16,58,47
19464,Sardines,2017-03-16,80,80
19465,Oranges,2017-03-16,227,227
19466,French fried potatoes,2017-03-16,26,26
19467,Chocolate Ice Cream,2017-03-16,150,67
19468,Sliced Tomatoes,2017-03-16,105,60
19469,ROQUEFORT CHEESE,2017-03-16,105,105
19470,Cream Cheese,2017-03-16,63,53
19471,Crackers,2017-03-16,53,53
19472,Grapes,2017-03-16,145,103
19473,Biscuit Tortoni,2017-03-16,179,95
19474,Dessert,2017-03-16,89,80
19475,Shrimp Cocktail,2017-03-16,106,68
19476,rice pudding,2017-03-16,178,122
19477,Corned Beef Hash,2017-03-16,176,122
19478,STRAWBERRY ICE CREAM,2017-03-16,84,84
19479,Chicken Sandwich,2017-03-16,80,55
19480,Orange Juice,2017-03-16,220,82
19481,Pear,2017-03-16,113,113
19482,Stewed Corn,2017-03-16,118,118
19483,Shrimp Salad,2017-03-16,108,68
19484,Scrambled Eggs,2017-03-16,133,33
19485,Sauterne,2017-03-16,85,85
19486,Boiled eggs,2017-03-16,90,55
19487,Crab Flake Cocktail,2017-03-16,106,66
19488,Blue Point Oysters,2017-03-16,161,52
19489,Stewed Prunes,2017-03-16,37,37
19490,Plums,2017-03-16,122,122
19491,Oyster cocktail,2017-03-16,24,24
19492,Nesselrode Pudding,2017-03-16,57,57
19493,Sweet Potatoes,2017-03-16,125,109
19494,Orange marmalade,2017-03-16,63,63
19495,Tea,2017-03-15,47,47
19496,Milk,2017-03-15,79,45
19497,Boiled potatoes,2017-03-15,103,85
19498,Fruit,2017-03-15,81,71
19499,Sardines,2017-03-15,20,20
19500,Oranges,2017-03-15,227,214
19501,French fried potatoes,2017-03-15,51,51
19502,Chocolate Ice Cream,2017-03-15,117,56
19503,Sliced Tomatoes,2017-03-15,144,144
